,Label,Message,Vectors
743,ham,ok. there may be a free gym about.,"[0, 1, 0, 0, 0]"
744,ham,men like shorter ladies. gaze up into his eyes.,"[0, 0, 0, 0, 0]"
745,ham,dunno he jus say go lido. same time 930.,"[0, 0, 0, 0, 0]"
746,ham,"i promise to take good care of you, princess. i have to run now. please send pics when you get a chance. ttyl!","[0, 0, 0, 0, 0]"
747,spam,u are subscribed to the best mobile content service in the uk for �3 per 10 days until you send stop to 82324. helpline 08706091795,"[0, 0, 0, 0, 0]"
748,ham,is there a reason we've not spoken this year? anyways have a great week and all the best in your exam,"[0, 0, 0, 0, 0]"
749,ham,by monday next week. give me the full gist,"[0, 0, 0, 0, 0]"
750,spam,"do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?","[0, 0, 0, 0, 0]"
751,spam,you have an important customer service announcement from premier.,"[0, 0, 0, 0, 0]"
752,ham,dont gimme that lip caveboy,"[0, 0, 0, 0, 0]"
753,ham,when did you get to the library,"[0, 0, 0, 0, 0]"
754,ham,realy sorry-i don't recognise this number and am now confused :) who r u please?!,"[0, 0, 0, 0, 0]"
755,ham,so why didnt you holla?,"[0, 0, 0, 0, 0]"
756,ham,cant think of anyone with * spare room off * top of my head,"[0, 0, 0, 0, 0]"
757,ham,"faith makes things possible,hope makes things work,love makes things beautiful,may you have all three this christmas!merry christmas!","[0, 0, 0, 0, 0]"
758,ham,u should have made an appointment,"[0, 0, 0, 0, 0]"
759,ham,"call me when you/carlos is/are here, my phone's vibrate is acting up and i might not hear texts","[1, 0, 0, 0, 0]"
760,spam,"romantic paris. 2 nights, 2 flights from �79 book now 4 next year. call 08704439680ts&cs apply.","[1, 0, 1, 0, 0]"
761,ham,"we are at grandmas. oh dear, u still ill? i felt shit this morning but i think i am just hungover! another night then. we leave on sat.","[0, 0, 0, 0, 0]"
762,spam,urgent ur �500 guaranteed award is still unclaimed! call 09066368327 now closingdate04/09/02 claimcode m39m51 �1.50pmmorefrommobile2bremoved-mobypobox734ls27yf,"[1, 0, 0, 1, 0]"
763,ham,nothing but we jus tot u would ask cos u ba gua... but we went mt faber yest... yest jus went out already mah so today not going out... jus call lor...,"[1, 0, 0, 0, 0]"
764,ham,"wishing you and your family merry \x\"" mas and happy new year in advance..""","[0, 0, 0, 0, 0]"
765,spam,ur awarded a city break and could win a �200 summer shopping spree every wk. txt store to 88039 . skilgme. tscs087147403231winawk!age16 �1.50perwksub,"[0, 0, 0, 1, 1]"
766,ham,"i'm nt goin, got somethin on, unless they meetin 4 dinner lor... haha, i wonder who will go tis time...","[0, 0, 0, 0, 0]"
767,ham,"sorry, i'll call later","[1, 0, 0, 0, 0]"
768,ham,i cant pick the phone right now. pls send a message,"[0, 0, 0, 0, 0]"
769,ham,lol i know! they're so dramatic. schools already closed for tomorrow. apparently we can't drive in the inch of snow were supposed to get.,"[0, 0, 0, 0, 0]"
770,ham,not getting anywhere with this damn job hunting over here!,"[0, 0, 0, 0, 0]"
771,ham,lol! u drunkard! just doing my hair at d moment. yeah still up 4 tonight. wats the plan?,"[0, 0, 0, 0, 0]"
772,ham,"idc get over here, you are not weaseling your way out of this shit twice in a row","[0, 0, 0, 0, 0]"
773,ham,i wil be there with in  &lt;#&gt;  minutes. got any space,"[0, 0, 0, 0, 0]"
774,ham,just sleeping..and surfing,"[0, 0, 0, 0, 0]"
775,ham,thanks for picking up the trash.,"[0, 0, 0, 0, 0]"
776,ham,why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,"[0, 0, 0, 0, 0]"
777,ham,"\hi its kate it was lovely to see you tonight and ill phone you tomorrow. i got to sing and a guy gave me his card! xxx\""""","[0, 0, 0, 0, 0]"
778,ham,happy new year my dear brother. i really do miss you. just got your number and decided to send you this text wishing you only happiness. abiola,"[0, 0, 0, 0, 0]"
779,ham,that means get the door,"[0, 0, 0, 0, 0]"
780,ham,your opinion about me? 1. over 2. jada 3. kusruthi 4. lovable 5. silent 6. spl character 7. not matured 8. stylish 9. simple pls reply..,"[0, 0, 0, 0, 0]"
781,ham,"hmmm ... i thought we said 2 hours slave, not 3 ... you are late ... how should i punish you ?","[0, 0, 1, 0, 0]"
782,ham,beerage?,"[0, 0, 0, 0, 0]"
783,spam,you have an important customer service announcement from premier. call freephone 0800 542 0578 now!,"[1, 0, 0, 0, 0]"
784,ham,dont think so. it turns off like randomlly within 5min of opening,"[0, 0, 0, 0, 0]"
785,ham,"she was supposed to be but couldn't make it, she's still in town though","[0, 0, 0, 0, 0]"
786,ham,it does it on its own. most of the time it fixes my spelling. but sometimes it gets a completely diff word. go figure,"[0, 0, 0, 0, 0]"
787,spam,ever thought about living a good life with a perfect partner? just txt back name and age to join the mobile community. (100p/sms),"[0, 0, 0, 0, 1]"
788,spam,"5 free top polyphonic tones call 087018728737, national rate. get a toppoly tune sent every week, just text subpoly to 81618, �3 per pole. unsub 08718727870.","[1, 1, 0, 0, 0]"
789,ham,gud mrng dear hav a nice day,"[0, 0, 0, 0, 0]"
790,ham,this is hoping you enjoyed your game yesterday. sorry i've not been in touch but pls know that you are fondly bein thot off. have a great week. abiola,"[0, 0, 0, 0, 0]"
791,ham,all e best 4 ur driving tmr :-),"[0, 0, 0, 1, 0]"
792,ham,y?where u at dogbreath? its just sounding like jan c that��s al!!!!!!!!!,"[0, 0, 0, 0, 0]"
793,ham,omg i want to scream. i weighed myself and i lost more weight! woohoo!,"[0, 0, 0, 0, 0]"
794,ham,there generally isn't one. it's an uncountable noun - u in the dictionary. pieces of research?,"[0, 0, 0, 0, 0]"
795,ham,it's really getting me down just hanging around.,"[0, 0, 0, 0, 0]"
796,spam,"orange customer, you may now claim your free camera phone upgrade for your loyalty. call now on 0207 153 9996. offer ends 14thmarch. t&c's apply. opt-out availa","[1, 1, 0, 0, 0]"
797,ham,"\petey boy whereare you me and all your friendsare in thekingshead come down if you canlove nic\""""","[0, 0, 0, 0, 0]"
798,ham,ok i msg u b4 i leave my house.,"[0, 0, 0, 0, 0]"
799,ham,"\gimme a few\"" was  &lt;#&gt;  minutes ago""","[0, 0, 0, 0, 0]"
800,spam,"last chance! claim ur �150 worth of discount vouchers today! text shop to 85023 now! savamob, offers mobile! t cs savamob pobox84, m263uz. �3.00 sub. 16","[0, 0, 0, 1, 0]"
801,ham,appt is at &lt;time&gt; am. not my fault u don't listen. i told u twice,"[0, 0, 0, 0, 0]"
802,spam,free for 1st week! no1 nokia tone 4 ur mobile every week just txt nokia to 8077 get txting and tell ur mates. www.getzed.co.uk pobox 36504 w45wq 16+ norm150p/tone,"[0, 1, 0, 1, 1]"
803,spam,you have won a guaranteed �200 award or even �1000 cashto claim ur award call free on 08000407165 (18+) 2 stop getstop on 88222 php. rg21 4jx,"[1, 1, 1, 1, 0]"
804,ham,k i'll be there before 4.,"[0, 0, 0, 0, 0]"
805,ham,i dled 3d its very imp,"[0, 0, 0, 0, 0]"
806,ham,"sure, but make sure he knows we ain't smokin yet","[0, 0, 0, 0, 0]"
807,ham,boooo you always work. just quit.,"[0, 0, 0, 0, 0]"
808,ham,i am taking half day leave bec i am not well,"[0, 0, 0, 0, 0]"
809,ham,ugh i don't wanna get out of bed. it's so warm.,"[0, 0, 0, 0, 0]"
810,ham,s:)s.nervous  &lt;#&gt; :),"[0, 0, 0, 0, 0]"
811,ham,so there's a ring that comes with the guys costumes. it's there so they can gift their future yowifes. hint hint,"[0, 0, 0, 0, 0]"
812,spam,congratulations ur awarded either �500 of cd gift vouchers & free entry 2 our �100 weekly draw txt music to 87066 tncs www.ldew.com1win150ppmx3age16,"[0, 1, 1, 1, 1]"
813,ham,i borrow ur bag ok.,"[0, 0, 0, 1, 0]"
814,spam,"u were outbid by simonwatson5120 on the shinco dvd plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply end out","[0, 0, 1, 0, 0]"
815,ham,where's my boytoy? i miss you ... what happened?,"[0, 0, 0, 0, 0]"
816,ham,"he has lots of used ones babe, but the model doesn't help. youi have to bring it over and he'll match it up","[0, 0, 0, 0, 0]"
817,ham,also are you bringing galileo or dobby,"[0, 0, 0, 0, 0]"
818,ham,then why you not responding,"[0, 0, 0, 0, 0]"
819,ham,"\boo babe! u enjoyin yourjob? u seemed 2 b gettin on well hunny!hope ure ok?take care & i��llspeak 2u soonlots of loveme xxxx.\""""","[0, 0, 1, 0, 0]"
820,ham,good afternoon starshine! how's my boytoy? does he crave me yet? ache to fuck me ? *sips cappuccino* i miss you babe *teasing kiss*,"[0, 0, 0, 0, 0]"
821,ham,on the road so cant txt,"[0, 0, 0, 0, 1]"
822,spam,"smsservices. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with stop, no extra charge. help 08702840625.comuk. 220-cm2 9ae","[0, 0, 0, 0, 0]"
823,spam,25p 4 alfie moon's children in need song on ur mob. tell ur m8s. txt tone charity to 8007 for nokias or poly charity for polys: zed 08701417012 profit 2 charity.,"[0, 0, 1, 1, 1]"
824,ham,have a good evening! ttyl,"[0, 0, 0, 0, 0]"
825,ham,hmm .. bits and pieces lol ... *sighs* ...,"[0, 0, 0, 0, 0]"
826,ham,hahaha..use your brain dear,"[0, 0, 0, 0, 0]"
827,ham,hey. you got any mail?,"[0, 0, 0, 0, 0]"
828,ham,"sorry light turned green, i meant another friend wanted  &lt;#&gt;  worth but he may not be around","[0, 0, 0, 0, 0]"
829,ham,thanks for yesterday sir. you have been wonderful. hope you enjoyed the burial. mojibiola,"[0, 0, 0, 0, 0]"
830,spam,u have a secret admirer. reveal who thinks u r so special. call 09065174042. to opt out reply reveal stop. 1.50 per msg recd. cust care 07821230901,"[1, 0, 0, 0, 0]"
831,ham,hi mate its rv did u hav a nice hol just a message 3 say hello coz haven��t sent u 1 in ages started driving so stay off roads!rvx,"[0, 0, 0, 0, 0]"
832,spam,"dear voucher holder, to claim this weeks offer, at you pc please go to http://www.e-tlp.co.uk/expressoffer ts&cs apply. to stop texts, txt stop to 80062","[0, 0, 0, 0, 1]"
833,ham,"thank you so much. when we skyped wit kz and sura, we didnt get the pleasure of your company. hope you are good. we've given you ultimatum oh! we are countin down to aburo. enjoy! this is the message i sent days ago","[0, 0, 0, 0, 0]"
834,ham,surely result will offer:),"[0, 0, 0, 0, 0]"
835,ham,good morning my dear........... have a great &amp; successful day.,"[0, 0, 0, 0, 0]"
836,spam,do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,"[1, 0, 0, 0, 0]"
837,ham,"sir, i have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. i felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. i however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. can you please help. thanks","[0, 0, 0, 0, 0]"
838,spam,we tried to contact you re our offer of new video phone 750 anytime any network mins half price rental camcorder call 08000930705 or reply for delivery wed,"[1, 0, 0, 0, 0]"
839,spam,last chance 2 claim ur �150 worth of discount vouchers-text yes to 85023 now!savamob-member offers mobile t cs 08717898035. �3.00 sub. 16 . remove txt x or stop,"[0, 0, 1, 1, 1]"
840,ham,i luv u soo much u don��t understand how special u r 2 me ring u 2morrow luv u xxx,"[0, 0, 1, 0, 0]"
841,ham,"pls send me a comprehensive mail about who i'm paying, when and how much.","[0, 0, 0, 0, 0]"
842,ham,our prashanthettan's mother passed away last night. pray for her and family.,"[0, 0, 0, 0, 0]"
843,spam,"urgent! call 09066350750 from your landline. your complimentary 4* ibiza holiday or 10,000 cash await collection sae t&cs po box 434 sk3 8wp 150 ppm 18+ ","[1, 0, 0, 0, 0]"
844,ham,k.k:)when are you going?,"[0, 0, 0, 0, 0]"
845,ham,meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. also i don't think doug realizes i don't live here anymore,"[0, 0, 0, 0, 0]"
846,ham,my stomach has been thru so much trauma i swear i just can't eat. i better lose weight.,"[0, 0, 0, 0, 0]"
847,ham,i am in office:)whats the matter..msg me now.i will call you at break:).,"[1, 0, 0, 0, 0]"
848,ham,"yeah there's barely enough room for the two of us, x has too many fucking shoes. sorry man, see you later","[0, 0, 0, 0, 0]"
849,spam,"today's offer! claim ur �150 worth of discount vouchers! text yes to 85023 now! savamob, member offers mobile! t cs 08717898035. �3.00 sub. 16 . unsub reply x","[0, 0, 0, 1, 0]"
850,ham,u reach orchard already? u wan 2 go buy tickets first?,"[0, 0, 1, 0, 0]"
851,ham,"i am real, baby! i want to bring out your inner tigress...","[0, 0, 0, 0, 0]"
852,ham,no da if you run that it activate the full version da.,"[0, 0, 0, 0, 0]"
853,ham,"\ah poor baby!hope urfeeling bettersn luv! probthat overdose of work hey go careful spk 2 u sn lots of lovejen xxx.\""""","[0, 0, 1, 0, 0]"
854,ham,stop the story. i've told him i've returned it and he's saying i should not re order it.,"[0, 0, 0, 0, 0]"
855,spam,talk sexy!! make new friends or fall in love in the worlds most discreet text dating service. just text vip to 83110 and see who you could meet.,"[0, 0, 0, 0, 0]"
856,ham,going to take your babe out ?,"[0, 0, 0, 0, 0]"
857,ham,hai ana tomarrow am coming on morning.  &lt;decimal&gt;  ill be there in sathy then we ll go to rto office. reply me after came to home.,"[0, 0, 0, 0, 0]"
858,ham,spoons it is then okay?,"[0, 0, 0, 0, 0]"
859,ham,did he just say somebody is named tampa,"[0, 0, 0, 0, 0]"
860,ham,in work now. going have in few min.,"[0, 0, 0, 0, 0]"
861,ham,your brother is a genius,"[0, 0, 0, 0, 0]"
862,ham,"sorry, i guess whenever i can get a hold of my connections, maybe an hour or two? i'll text you","[0, 0, 0, 0, 0]"
863,ham,did u find out what time the bus is at coz i need to sort some stuff out.,"[0, 0, 0, 0, 0]"
864,ham,dude ive been seeing a lotta corvettes lately,"[0, 0, 0, 0, 0]"
865,spam,congratulations ur awarded either a yrs supply of cds from virgin records or a mystery gift guaranteed call 09061104283 ts&cs www.smsco.net �1.50pm approx 3mins,"[1, 0, 0, 1, 0]"
866,ham,"same here, but i consider walls and bunkers and shit important just because i never play on peaceful but i guess your place is high enough that it don't matter","[0, 0, 0, 0, 0]"
867,spam,private! your 2003 account statement for 07808 xxxxxx shows 800 un-redeemed s. i. m. points. call 08719899217 identifier code: 41685 expires 07/11/04,"[1, 0, 0, 0, 0]"
868,spam,hello. we need some posh birds and chaps to user trial prods for champneys. can i put you down? i need your address and dob asap. ta r,"[0, 0, 0, 0, 0]"
869,spam,what do u want for xmas? how about 100 free text messages & a new video phone with half price line rental? call free now on 0800 0721072 to find out more!,"[1, 1, 0, 0, 0]"
870,ham,"well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!","[1, 0, 0, 0, 0]"
871,ham,its going good...no problem..but still need little experience to understand american customer voice...,"[0, 0, 0, 0, 0]"
872,ham,i'll text you when i drop x off,"[0, 0, 0, 0, 0]"
873,ham,ugh its been a long day. i'm exhausted. just want to cuddle up and take a nap,"[0, 0, 0, 0, 0]"
874,ham,talk with yourself atleast once in a day...!!! otherwise you will miss your best friend in this world...!!! -shakespeare- shesil  &lt;#&gt;,"[0, 0, 0, 0, 0]"
875,spam,"shop till u drop, is it you, either 10k, 5k, �500 cash or �100 travel voucher, call now, 09064011000. ntt po box cr01327bt fixedline cost 150ppm mobile vary","[1, 0, 0, 0, 0]"
876,ham,are you in castor? you need to see something,"[0, 0, 0, 0, 0]"
877,spam,sunshine quiz wkly q! win a top sony dvd player if u know which country liverpool played in mid week? txt ansr to 82277. �1.50 sp:tyrone,"[0, 0, 0, 0, 1]"
878,spam,u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09058094565,"[0, 0, 1, 1, 0]"
879,spam,u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09065171142-stopsms-08,"[0, 0, 1, 1, 0]"
880,spam,reminder: you have not downloaded the content you have already paid for. goto http://doit. mymoby. tv/ to collect your content.,"[0, 0, 0, 0, 0]"
881,ham,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. i was gonna gibe you 'til one, but a midnight movie is not gonna get out til after 2. you need to come home. you need to getsleep and, if anything, you need to b studdying ear training.","[0, 0, 0, 0, 0]"
882,ham,i love to give massages. i use lots of baby oil... what is your fave position?,"[0, 0, 0, 0, 0]"
